seed,ifile_name,ifile_number,tpsExtermination,radiusInfestMax,SdM,SdC,SaM,SaC,deltaSa,deltaSd,actionManager,actionController,diffRisqueGlobal,infecteTotal,infecteVariete1,infecteVariete2
-1414438651,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.30000000000000004,0.0,0.1,0.0,true,false,0.5,0.3306,0.40986085904416214,0.38021778584392013
-558531321,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.30000000000000004,0.0,0.05,0.05,true,false,0.5,0.0,0.0,0.0
461713435,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.30000000000000004,0.0,0.0,0.1,true,false,0.5,0.2073,0.4037626628075253,0.2151471297636276
-531240237,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.30000000000000004,0.0,0.0,0.0,true,false,0.5,0.0989,0.538928210313448,0.2750252780586451
-1946662140,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.2,0.0,0.1,0.05,true,false,0.5,0.0,0.0,0.0
-821106995,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.2,0.0,0.05,0.1,true,false,0.5,0.0,0.0,0.0
-68386656,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.2,0.0,0.05,0.0,true,false,0.5,0.3914,0.4759836484414921,0.356412876852325
-467447274,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.2,0.0,0.0,0.05,true,false,0.5,0.0327,0.3394495412844037,0.12232415902140673
327638698,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.1,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
1255116974,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.1,0.0,0.1,0.0,true,false,0.5,0.1229,0.5288852725793328,0.3694060211554109
2108194313,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.1,0.0,0.05,0.05,true,false,0.5,0.0,0.0,0.0
-2041303272,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.1,0.0,0.0,0.1,true,false,0.5,0.0434,0.35023041474654376,0.1382488479262673
-594496795,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,true,false,0.5,0.2452,0.37887438825448616,0.383768352365416
-1070711316,polygon_gem1000_rep,2.0,180.0,8.0,0.2,0.0,0.5,0.0,0.1,0.05,true,false,0.5,5.0E-4,0.2,0.0
-606828643,polygon_gem10_rep,4.0,30.0,4.0,0.4,0.0,0.5,0.0,0.1,0.05,true,false,0.5,0.3682,0.39679521998913636,0.18576860401955458
1423055003,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
466649524,polygon_gem10_rep,4.0,30.0,4.0,0.4,0.0,0.5,0.0,0.1,0.1,true,false,0.5,0.2518,0.7239872915011915,0.23153296266878476
-1792801643,polygon_gem1000_rep,4.0,30.0,4.0,0.1,0.0,0.1,0.0,0.0,0.0,true,false,0.5,0.0,0.0,0.0
1834532066,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.05,0.1,true,false,0.5,0.0,0.0,0.0
1596214618,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.0,0.1,true,false,0.5,0.0,0.0,0.0
1795194510,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.2,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
-672738210,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.2,0.0,0.1,0.0,true,false,0.5,0.0,0.0,0.0
1498407269,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.2,0.0,0.05,0.0,true,false,0.5,0.0274,0.3467153284671533,0.6021897810218978
1490195926,polygon_gem1000_rep,3.0,30.0,4.0,0.2,0.0,0.2,0.0,0.0,0.0,true,false,0.5,0.0,0.0,0.0
-2085633318,polygon_gem1000_rep,4.0,30.0,4.0,0.1,0.0,0.1,0.0,0.0,0.05,true,false,0.5,0.0,0.0,0.0
